season,gid,date,half,i1_pa,i1_runs,i1_pitches,i2_start_slot,same_pitcher_i2,i2_pa,i2_runs,i2_pitches
2025,SLN202503300,20250330,bottom,5,0,28,6,1,6,3,24
2025,TBA202503300,20250330,top,4,0,13,5,1,3,0,12
2025,TBA202503300,20250330,bottom,7,2,25,8,1,3,0,15
2025,TEX202503300,20250330,top,3,0,13,4,1,5,0,16
2025,TEX202503300,20250330,bottom,4,0,7,5,1,6,1,15
2025,TOR202503300,20250330,top,5,1,24,6,1,4,0,16
2025,TOR202503300,20250330,bottom,6,2,20,7,1,3,0,16
2025,WAS202503300,20250330,top,5,0,18,6,1,4,0,16
2025,WAS202503300,20250330,bottom,3,0,14,4,1,3,0,12
2025,ATH202503310,20250331,top,7,4,26,8,1,5,0,20
2025,ATH202503310,20250331,bottom,4,0,12,5,1,4,0,17
2025,BAL202503310,20250331,top,5,0,21,6,1,6,2,23
2025,BAL202503310,20250331,bottom,8,4,30,9,1,3,0,9
2025,CHA202503310,20250331,top,3,0,11,4,1,3,0,11
2025,CHA202503310,20250331,bottom,6,3,32,7,1,7,4,20
2025,CIN202503310,20250331,top,3,0,14,4,1,4,0,11
2025,CIN202503310,20250331,bottom,7,3,24,8,1,8,3,38
2025,HOU202503310,20250331,top,3,0,10,4,1,5,1,24
2025,HOU202503310,20250331,bottom,5,0,22,6,1,3,0,11
2025,LAN202503310,20250331,top,3,0,13,4,1,5,0,20
2025,LAN202503310,20250331,bottom,6,2,29,7,1,3,0,13
2025,MIA202503310,20250331,top,4,0,12,5,1,4,0,23
2025,MIA202503310,20250331,bottom,4,1,14,5,1,5,0,19
2025,MIL202503310,20250331,top,7,3,26,8,1,4,1,14
2025,MIL202503310,20250331,bottom,3,0,12,4,1,6,0,21
2025,PHI202503310,20250331,top,4,0,17,5,1,3,0,9
2025,PHI202503310,20250331,bottom,3,0,10,4,1,4,0,11
2025,SDN202503310,20250331,top,4,1,20,5,1,3,0,11
2025,SDN202503310,20250331,bottom,3,0,9,4,1,8,4,29
2025,SEA202503310,20250331,top,11,6,50,3,0,5,0,20
2025,SEA202503310,20250331,bottom,3,0,11,4,1,5,1,21
2025,SLN202503310,20250331,top,4,0,16,5,1,3,0,13
2025,SLN202503310,20250331,bottom,5,1,24,6,1,5,1,14
2025,TBA202503310,20250331,top,4,0,20,5,1,3,0,12
2025,TBA202503310,20250331,bottom,3,0,14,4,1,3,0,12
2025,TOR202503310,20250331,top,4,0,18,5,1,3,0,10
2025,TOR202503310,20250331,bottom,3,0,12,4,1,4,1,13
2025,ATH202504010,20250401,top,6,3,21,7,1,3,0,17
2025,ATH202504010,20250401,bottom,7,2,15,8,1,3,0,6
2025,CHA202504010,20250401,top,5,0,20,6,1,3,0,9
2025,CHA202504010,20250401,bottom,3,0,20,4,1,6,1,20
2025,CIN202504010,20250401,top,5,1,11,6,1,3,0,15
2025,CIN202504010,20250401,bottom,3,0,12,4,1,3,0,10
2025,HOU202504010,20250401,top,3,0,14,4,1,4,0,14
2025,HOU202504010,20250401,bottom,3,0,14,4,1,3,0,14
2025,LAN202504010,20250401,top,3,0,15,4,1,5,1,21
2025,LAN202504010,20250401,bottom,3,0,13,4,1,5,0,23
2025,MIA202504010,20250401,top,3,0,9,4,1,4,1,13
2025,MIA202504010,20250401,bottom,5,2,16,6,1,3,0,15
2025,MIL202504010,20250401,top,4,0,14,5,1,5,0,25
2025,MIL202504010,20250401,bottom,4,0,13,5,1,3,0,15
2025,NYA202504010,20250401,top,3,0,14,4,1,3,0,12
2025,NYA202504010,20250401,bottom,3,0,15,4,1,3,0,18
2025,SDN202504010,20250401,top,4,0,23,5,1,3,0,15
2025,SDN202504010,20250401,bottom,3,0,10,4,1,3,0,11
2025,SEA202504010,20250401,top,6,2,23,7,1,3,0,11
2025,SEA202504010,20250401,bottom,5,0,19,6,1,3,0,12
2025,SLN202504010,20250401,top,3,0,14,4,1,3,0,13
2025,SLN202504010,20250401,bottom,4,0,18,5,1,6,1,22
2025,TBA202504010,20250401,top,3,0,14,4,1,3,0,15
2025,TBA202504010,20250401,bottom,8,3,30,9,1,4,0,12
2025,TOR202504010,20250401,top,3,0,16,4,1,3,0,12
2025,TOR202504010,20250401,bottom,3,0,10,4,1,8,3,28
2025,ATH202504020,20250402,top,5,0,25,6,1,7,4,25
2025,ATH202504020,20250402,bottom,3,0,14,4,1,6,0,25
2025,BAL202504020,20250402,top,3,0,10,4,1,5,1,12
2025,BAL202504020,20250402,bottom,3,0,10,4,1,5,0,18
2025,CHA202504020,20250402,top,4,1,18,5,1,4,0,16
2025,CHA202504020,20250402,bottom,3,0,12,4,1,4,0,16
2025,CIN202504020,20250402,top,4,0,16,5,1,3,0,13
2025,CIN202504020,20250402,bottom,3,0,18,4,1,3,0,8
2025,HOU202504020,20250402,top,5,2,21,6,1,7,3,28
2025,HOU202504020,20250402,bottom,3,0,16,4,1,6,1,25
2025,LAN202504020,20250402,top,6,2,26,7,1,8,3,33
2025,LAN202504020,20250402,bottom,3,0,13,4,1,5,2,19
2025,MIA202504020,20250402,top,5,1,17,6,1,3,0,10
2025,MIA202504020,20250402,bottom,5,0,13,6,1,4,0,12
2025,MIL202504020,20250402,top,3,0,10,4,1,5,1,19
2025,MIL202504020,20250402,bottom,5,1,17,6,1,5,0,15
2025,NYA202504020,20250402,top,5,2,21,6,1,5,2,22
2025,NYA202504020,20250402,bottom,3,0,16,4,1,5,0,15
2025,PHI202504020,20250402,top,3,0,14,4,1,3,0,14
2025,PHI202504020,20250402,bottom,3,0,9,4,1,3,0,9
2025,SDN202504020,20250402,top,5,0,20,6,1,3,0,8
2025,SDN202504020,20250402,bottom,3,0,10,4,1,4,0,23
2025,SEA202504020,20250402,top,4,0,14,5,1,3,0,11
2025,SEA202504020,20250402,bottom,5,0,15,6,1,7,2,24
2025,SLN202504020,20250402,top,4,1,16,5,1,3,0,8
2025,SLN202504020,20250402,bottom,3,0,12,4,1,6,0,24
2025,TBA202504020,20250402,top,5,0,22,6,1,6,1,14
2025,TBA202504020,20250402,bottom,4,0,12,5,1,3,0,16
2025,TOR202504020,20250402,top,4,0,17,5,1,3,0,15
2025,TOR202504020,20250402,bottom,5,1,23,6,1,5,0,15
2025,BAL202504030,20250403,top,5,2,23,6,1,5,2,23
2025,BAL202504030,20250403,bottom,4,1,15,5,1,3,0,12
2025,MIL202504030,20250403,top,4,0,15,5,1,3,0,9
2025,MIL202504030,20250403,bottom,3,0,7,4,1,3,0,11
2025,MIN202504030,20250403,top,3,0,17,4,1,6,2,18
2025,MIN202504030,20250403,bottom,5,2,15,6,1,4,0,14
2025,NYA202504030,20250403,top,3,0,18,4,1,5,1,15
2025,NYA202504030,20250403,bottom,8,4,22,9,1,4,0,15
2025,PHI202504030,20250403,top,3,0,14,4,1,3,0,8
2025,PHI202504030,20250403,bottom,4,0,19,5,1,6,0,20
2025,ANA202504040,20250404,top,5,1,17,6,1,5,1,18
2025,ANA202504040,20250404,bottom,6,1,24,7,1,4,0,19
2025,ATL202504040,20250404,top,3,0,14,4,1,3,0,8
2025,ATL202504040,20250404,bottom,4,0,14,5,1,5,0,15
2025,BOS202504040,20250404,top,3,0,13,4,1,4,0,12
2025,BOS202504040,20250404,bottom,9,5,34,1,1,4,0,15
2025,CHN202504040,20250404,top,3,0,16,4,1,3,0,10
2025,CHN202504040,20250404,bottom,7,1,34,8,1,3,0,12
2025,COL202504040,20250404,top,6,1,18,7,1,3,0,5
2025,COL202504040,20250404,bottom,4,1,27,5,1,5,0,16
2025,DET202504040,20250404,top,4,0,18,5,1,5,1,22
2025,DET202504040,20250404,bottom,6,1,23,7,1,5,0,29
2025,KCA202504040,20250404,top,4,0,10,5,1,6,2,26
2025,KCA202504040,20250404,bottom,6,1,26,7,1,3,0,13
2025,MIL202504040,20250404,top,3,0,12,4,1,5,0,25
2025,MIL202504040,20250404,bottom,3,0,14,4,1,6,1,24
2025,NYN202504040,20250404,top,3,0,11,4,1,5,0,23
2025,NYN202504040,20250404,bottom,5,2,31,6,1,3,0,15
2025,PHI202504040,20250404,top,3,0,12,4,1,4,0,20
2025,PHI202504040,20250404,bottom,4,1,17,5,1,4,0,13
2025,PIT202504040,20250404,top,5,0,23,6,1,7,2,34
2025,PIT202504040,20250404,bottom,3,0,9,4,1,5,0,18
2025,SFN202504040,20250404,top,5,1,16,6,1,3,0,14
2025,SFN202504040,20250404,bottom,6,1,22,7,1,8,2,32
2025,TEX202504040,20250404,top,4,0,24,5,1,3,0,11
2025,TEX202504040,20250404,bottom,3,0,6,4,1,3,0,9
2025,WAS202504040,20250404,top,4,1,15,5,1,3,0,14
2025,WAS202504040,20250404,bottom,6,3,16,7,1,3,0,13
2025,ANA202504050,20250405,top,4,1,20,5,1,3,0,10
2025,ANA202504050,20250405,bottom,7,3,26,8,1,3,0,13
2025,ATL202504050,20250405,top,6,2,19,7,1,4,0,24
2025,ATL202504050,20250405,bottom,4,0,14,5,1,3,0,12
2025,CHN202504050,20250405,top,5,0,26,6,1,3,0,11
2025,CHN202504050,20250405,bottom,4,0,14,5,1,8,2,36
2025,COL202504050,20250405,top,3,0,12,4,1,3,0,12
2025,COL202504050,20250405,bottom,4,0,13,5,1,5,2,17
2025,DET202504050,20250405,top,6,1,25,7,1,3,0,11
2025,DET202504050,20250405,bottom,7,2,21,8,1,5,2,18
2025,KCA202504050,20250405,top,3,0,15,4,1,6,2,26
2025,KCA202504050,20250405,bottom,3,0,12,4,1,3,0,9
2025,MIL202504050,20250405,top,5,1,22,6,1,6,3,17
2025,MIL202504050,20250405,bottom,4,0,15,5,1,6,0,23
2025,MIN202504050,20250405,top,4,1,17,5,1,5,0,27
2025,MIN202504050,20250405,bottom,3,0,11,4,1,3,0,8
2025,NYN202504050,20250405,top,5,0,21,6,1,5,0,25
2025,NYN202504050,20250405,bottom,4,0,16,5,1,4,0,16
2025,PHI202504050,20250405,top,4,0,14,5,1,5,2,15
2025,PHI202504050,20250405,bottom,5,1,18,6,1,3,0,15
2025,PIT202504050,20250405,top,3,0,10,4,1,5,1,28
2025,PIT202504050,20250405,bottom,4,0,20,5,1,3,0,9
2025,SFN202504050,20250405,top,4,0,16,5,1,3,0,14
2025,SFN202504050,20250405,bottom,3,0,13,4,1,4,0,19
2025,TEX202504050,20250405,top,4,0,12,5,1,4,0,13
2025,TEX202504050,20250405,bottom,7,4,26,8,1,4,0,16
2025,WAS202504050,20250405,top,3,0,14,4,1,3,0,10
2025,WAS202504050,20250405,bottom,6,3,26,7,1,3,0,16
2025,ANA202504060,20250406,top,5,1,22,6,1,3,0,8
2025,ANA202504060,20250406,bottom,4,0,12,5,1,6,2,21
2025,CHN202504060,20250406,top,9,3,35,1,1,4,0,12
2025,CHN202504060,20250406,bottom,9,5,44,1,0,5,2,18
2025,COL202504060,20250406,top,5,2,14,6,1,4,0,16
2025,COL202504060,20250406,bottom,6,2,25,7,1,7,3,21
2025,DET202504060,20250406,top,6,2,22,7,1,3,0,17
2025,DET202504060,20250406,bottom,3,0,5,4,1,5,1,16
2025,KCA202504060,20250406,top,4,0,15,5,1,5,0,15
2025,KCA202504060,20250406,bottom,7,3,22,8,1,6,1,17
2025,MIL202504060,20250406,top,3,0,13,4,1,3,0,8
2025,MIL202504060,20250406,bottom,3,0,18,4,1,4,0,13
2025,MIN202504060,20250406,top,6,1,14,7,1,4,0,13
2025,MIN202504060,20250406,bottom,7,3,36,8,1,7,1,31
2025,NYN202504060,20250406,top,3,0,11,4,1,5,0,27
2025,NYN202504060,20250406,bottom,4,0,15,5,1,4,0,14
2025,PHI202504060,20250406,top,6,2,21,7,1,3,0,8
2025,PHI202504060,20250406,bottom,4,0,19,5,1,4,0,18
2025,PIT202504060,20250406,top,5,1,22,6,1,3,0,10
2025,PIT202504060,20250406,bottom,3,0,14,4,1,3,0,16
2025,SFN202504060,20250406,top,6,1,20,7,1,5,0,18
2025,SFN202504060,20250406,bottom,4,0,16,5,1,3,0,7
2025,TEX202504060,20250406,top,3,0,11,4,1,5,0,20
2025,TEX202504060,20250406,bottom,3,0,12,4,1,3,0,12
2025,WAS202504060,20250406,top,5,1,18,6,1,4,1,22
2025,WAS202504060,20250406,bottom,7,2,28,8,1,5,1,26
2025,BOS202504061,20250406,top,3,0,14,4,1,6,0,24
2025,BOS202504061,20250406,bottom,4,0,20,5,1,6,0,17
2025,BOS202504062,20250406,top,5,1,23,6,1,3,0,11
2025,BOS202504062,20250406,bottom,6,1,21,7,1,9,5,41
2025,ARI202504070,20250407,top,4,1,14,5,1,4,0,15
2025,ARI202504070,20250407,bottom,3,0,13,4,1,4,0,8
2025,ATH202504070,20250407,top,6,3,15,7,1,3,0,14
2025,ATH202504070,20250407,bottom,4,0,13,5,1,5,0,16
2025,BOS202504070,20250407,top,6,0,22,7,1,3,0,13
2025,BOS202504070,20250407,bottom,4,0,11,5,1,3,0,12
2025,CHN202504070,20250407,top,5,0,18,6,1,3,0,20
2025,CHN202504070,20250407,bottom,3,0,12,4,1,4,1,10
2025,DET202504070,20250407,top,5,0,20,6,1,3,0,13
2025,DET202504070,20250407,bottom,3,0,8,4,1,3,0,14
2025,KCA202504070,20250407,top,3,0,11,4,1,6,1,31
2025,KCA202504070,20250407,bottom,6,1,23,7,1,6,2,16
2025,NYN202504070,20250407,top,5,0,19,6,1,3,0,14
2025,NYN202504070,20250407,bottom,6,0,27,7,1,3,0,14
2025,PIT202504070,20250407,top,4,0,13,5,1,5,0,19
2025,PIT202504070,20250407,bottom,4,1,7,5,1,7,3,25
2025,SEA202504070,20250407,top,4,0,18,5,1,3,0,12
2025,SEA202504070,20250407,bottom,4,0,19,5,1,3,0,16
2025,SFN202504070,20250407,top,4,0,14,5,1,4,0,18
2025,SFN202504070,20250407,bottom,3,0,10,4,1,4,0,12
2025,WAS202504070,20250407,top,3,0,8,4,1,3,0,12
2025,WAS202504070,20250407,bottom,5,0,19,6,1,6,2,19
2025,ARI202504080,20250408,top,6,2,18,7,1,3,0,12
2025,ARI202504080,20250408,bottom,5,1,16,6,1,4,0,14
2025,ATH202504080,20250408,top,8,3,33,9,1,6,1,19
2025,ATH202504080,20250408,bottom,10,6,26,2,1,3,0,9
2025,ATL202504080,20250408,top,6,1,28,7,1,3,0,14
2025,ATL202504080,20250408,bottom,3,0,12,4,1,6,3,26
2025,BOS202504080,20250408,top,6,0,25,7,1,3,0,12
2025,BOS202504080,20250408,bottom,3,0,12,4,1,3,0,16
2025,CHN202504080,20250408,top,3,0,9,4,1,7,2,25
2025,CHN202504080,20250408,bottom,4,0,19,5,1,8,3,31
2025,CLE202504080,20250408,top,4,0,18,5,1,3,0,16
2025,CLE202504080,20250408,bottom,3,0,13,4,1,3,0,14
2025,COL202504080,20250408,top,3,0,13,4,1,3,0,14
2025,COL202504080,20250408,bottom,4,0,14,5,1,4,0,16
2025,DET202504080,20250408,top,5,0,17,6,1,3,0,12
2025,DET202504080,20250408,bottom,3,0,13,4,1,5,1,11
2025,KCA202504080,20250408,top,3,0,10,4,1,4,0,18
2025,KCA202504080,20250408,bottom,3,0,15,4,1,3,0,13
2025,NYN202504080,20250408,top,7,2,24,8,1,3,0,16
2025,NYN202504080,20250408,bottom,4,1,17,5,1,4,0,18
2025,PIT202504080,20250408,top,3,0,12,4,1,3,0,12
2025,PIT202504080,20250408,bottom,3,0,15,4,1,4,0,14
2025,SEA202504080,20250408,top,4,0,17,5,1,3,0,17
2025,SEA202504080,20250408,bottom,3,0,11,4,1,5,0,17
2025,SFN202504080,20250408,top,3,0,10,4,1,3,0,10
2025,SFN202504080,20250408,bottom,4,0,16,5,1,4,0,18
2025,TBA202504080,20250408,top,3,0,11,4,1,5,2,14
2025,TBA202504080,20250408,bottom,3,0,14,4,1,4,0,20
2025,WAS202504080,20250408,top,4,0,13,5,1,5,0,26
2025,WAS202504080,20250408,bottom,5,2,15,6,1,8,3,35
2025,ARI202504090,20250409,top,3,0,10,4,1,3,0,12
2025,ARI202504090,20250409,bottom,5,1,17,6,1,4,0,20
2025,ATH202504090,20250409,top,5,0,13,6,1,4,0,20
2025,ATH202504090,20250409,bottom,3,0,6,4,1,6,1,22
2025,ATL202504090,20250409,top,4,0,23,5,1,4,0,17
2025,ATL202504090,20250409,bottom,3,0,14,4,1,5,0,25
2025,BOS202504090,20250409,top,6,1,22,7,1,3,0,9
2025,BOS202504090,20250409,bottom,4,1,18,5,1,3,0,10
2025,CHN202504090,20250409,top,4,1,12,5,1,3,0,18
2025,CHN202504090,20250409,bottom,4,0,21,5,1,3,0,9
2025,CLE202504090,20250409,top,6,1,25,7,1,3,0,14
2025,CLE202504090,20250409,bottom,6,2,25,7,1,3,0,16
2025,COL202504090,20250409,top,3,0,12,4,1,3,0,19
2025,COL202504090,20250409,bottom,5,0,17,6,1,5,0,25
2025,DET202504090,20250409,top,3,0,18,4,1,6,0,29
2025,DET202504090,20250409,bottom,4,0,20,5,1,3,0,12
2025,KCA202504090,20250409,top,3,0,15,4,1,4,0,17
2025,KCA202504090,20250409,bottom,3,0,13,4,1,3,0,11
2025,NYN202504090,20250409,top,6,0,28,7,1,5,0,23
2025,NYN202504090,20250409,bottom,3,0,13,4,1,4,0,12
2025,PIT202504090,20250409,top,4,0,11,5,1,4,0,13
2025,PIT202504090,20250409,bottom,4,0,18,5,1,3,0,11
2025,SEA202504090,20250409,top,3,0,11,4,1,8,3,36
2025,SEA202504090,20250409,bottom,3,0,16,4,1,3,0,18
2025,SFN202504090,20250409,top,3,0,9,4,1,3,0,11
2025,SFN202504090,20250409,bottom,3,0,16,4,1,3,0,15
2025,TBA202504090,20250409,top,6,0,30,7,1,7,1,28
2025,TBA202504090,20250409,bottom,7,4,22,8,1,3,0,10
2025,WAS202504090,20250409,top,7,4,37,8,1,4,0,14
2025,WAS202504090,20250409,bottom,8,3,41,9,1,3,0,13
2025,ATL202504100,20250410,top,3,0,9,4,1,4,0,20
2025,ATL202504100,20250410,bottom,5,1,24,6,1,4,0,10
2025,BOS202504100,20250410,top,4,0,11,5,1,5,0,21
2025,BOS202504100,20250410,bottom,4,0,17,5,1,4,0,15
2025,CLE202504100,20250410,top,4,1,24,5,1,5,0,21
2025,CLE202504100,20250410,bottom,5,2,16,6,1,3,0,7
2025,COL202504100,20250410,top,3,0,10,4,1,3,0,15
2025,COL202504100,20250410,bottom,5,1,15,6,1,4,0,22
2025,KCA202504100,20250410,top,4,0,15,5,1,5,1,18
2025,KCA202504100,20250410,bottom,6,1,19,7,1,3,0,8
2025,TBA202504100,20250410,top,4,1,12,5,1,6,1,29
2025,TBA202504100,20250410,bottom,4,0,10,5,1,4,0,20
2025,ARI202504110,20250411,top,3,0,11,4,1,5,0,24
2025,ARI202504110,20250411,bottom,3,0,6,4,1,3,0,14
2025,ATH202504110,20250411,top,4,0,17,5,1,6,2,21
2025,ATH202504110,20250411,bottom,3,0,16,4,1,6,1,15
2025,CHA202504110,20250411,top,4,0,12,5,1,4,0,11
2025,CHA202504110,20250411,bottom,4,0,22,5,1,6,2,17
2025,CIN202504110,20250411,top,3,0,11,4,1,4,0,23
2025,CIN202504110,20250411,bottom,6,3,27,7,1,3,0,10
2025,CLE202504110,20250411,top,5,0,25,6,1,4,0,19
2025,CLE202504110,20250411,bottom,3,0,10,4,1,5,0,15
2025,HOU202504110,20250411,top,3,0,14,4,1,5,0,25
2025,HOU202504110,20250411,bottom,3,0,14,4,1,5,1,19
2025,LAN202504110,20250411,top,3,0,16,4,1,3,0,15
2025,LAN202504110,20250411,bottom,4,0,17,5,1,4,0,15
2025,MIA202504110,20250411,top,5,0,21,6,1,3,0,12
2025,MIA202504110,20250411,bottom,3,0,9,4,1,4,0,22
2025,MIN202504110,20250411,top,3,0,14,4,1,3,0,9
2025,MIN202504110,20250411,bottom,4,0,18,5,1,6,1,28
2025,NYA202504110,20250411,top,10,5,50,2,0,4,0,20
2025,NYA202504110,20250411,bottom,4,0,22,5,1,6,1,33
2025,SDN202504110,20250411,top,4,0,13,5,1,3,0,11
2025,SDN202504110,20250411,bottom,3,0,10,4,1,3,0,14
2025,SEA202504110,20250411,top,6,0,30,7,1,3,0,14
2025,SEA202504110,20250411,bottom,4,1,16,5,1,6,1,26
2025,SLN202504110,20250411,top,5,0,21,6,1,3,0,11
2025,SLN202504110,20250411,bottom,4,0,19,5,1,5,0,18
2025,TBA202504110,20250411,top,7,1,32,8,1,3,0,9
2025,TBA202504110,20250411,bottom,3,0,6,4,1,4,0,12
2025,ARI202504120,20250412,top,3,0,15,4,1,6,2,22
2025,ARI202504120,20250412,bottom,4,0,12,5,1,4,0,17
2025,ATH202504120,20250412,top,4,0,16,5,1,4,0,11
2025,ATH202504120,20250412,bottom,3,0,9,4,1,3,0,11
2025,BAL202504120,20250412,top,6,1,25,7,1,5,1,20
2025,BAL202504120,20250412,bottom,3,0,10,4,1,3,0,17
2025,CHA202504120,20250412,top,3,0,12,4,1,4,0,15
2025,CHA202504120,20250412,bottom,3,0,11,4,1,5,0,18
2025,CIN202504120,20250412,top,3,0,16,4,1,4,0,18
2025,CIN202504120,20250412,bottom,3,0,16,4,1,3,0,13
2025,CLE202504120,20250412,top,4,0,19,5,1,3,0,13
2025,CLE202504120,20250412,bottom,4,0,15,5,1,3,0,16
2025,HOU202504120,20250412,top,6,2,20,7,1,4,0,22
